지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),전운량(10분위)
108,2018-07-21 22:00,29.4,,1.4,290,55,
108,2018-07-21 23:00,28.8,,1.6,320,56,
108,2018-07-22 0:00,28.1,,0.2,0,56,0
108,2018-07-22 1:00,27.3,,0.8,290,60,
108,2018-07-22 2:00,26.8,,0.6,290,63,
108,2018-07-22 3:00,26.3,,0.2,0,63,0
108,2018-07-22 4:00,25.9,,0.3,0,71,0
108,2018-07-22 5:00,25.5,,0.4,0,72,0
108,2018-07-22 6:00,25.3,,0.6,20,73,0
108,2018-07-22 7:00,25.8,,0.9,20,67,0
108,2018-07-22 8:00,27.9,,0.6,70,60,0
108,2018-07-22 9:00,30.5,,0.9,50,54,0
108,2018-07-22 10:00,32.2,,0.8,180,50,1
108,2018-07-22 11:00,33.8,,1.9,290,45,1
108,2018-07-22 12:00,35.5,,1.9,270,39,1
108,2018-07-22 13:00,36.7,,1.8,270,33,3
108,2018-07-22 14:00,37.4,,2.3,270,34,6
108,2018-07-22 15:00,37.5,,2,270,33,6
108,2018-07-22 16:00,37.8,,2.5,320,31,2
108,2018-07-22 17:00,37.6,,2.1,320,33,3
108,2018-07-22 18:00,36.3,,3,290,35,5
108,2018-07-22 19:00,34.5,,2.8,290,47,
108,2018-07-22 20:00,33.3,,2.3,270,50,
108,2018-07-22 21:00,32.3,,1.7,290,50,7
108,2018-07-22 22:00,31.7,,1.4,270,51,
108,2018-07-22 23:00,31.2,,1.5,270,52,
108,2018-07-23 0:00,30.6,,2.3,270,50,9
108,2018-07-23 1:00,30,,1.5,290,52,
108,2018-07-23 2:00,29.7,,1.4,270,53,
108,2018-07-23 3:00,29.6,,2.1,270,50,8
108,2018-07-23 4:00,29.3,,0.9,290,51,8
108,2018-07-23 5:00,29.3,,1.6,270,55,8
108,2018-07-23 6:00,29.2,,1.7,290,58,9
108,2018-07-23 7:00,29.3,,0.8,250,58,9
108,2018-07-23 8:00,30,,0.9,230,56,9
108,2018-07-23 9:00,31,,1.5,290,55,8
108,2018-07-23 10:00,31.8,,1.5,340,51,7
108,2018-07-23 11:00,32.7,,2.2,320,48,4
108,2018-07-23 12:00,34.1,,2.3,290,47,8
108,2018-07-23 13:00,33.8,,1.7,290,47,8
108,2018-07-23 14:00,34.3,,2.2,340,45,8
108,2018-07-23 15:00,35.4,,2.2,270,46,8
108,2018-07-23 16:00,34.8,,2.2,320,47,8
108,2018-07-23 17:00,34.8,,3,290,49,7
108,2018-07-23 18:00,33.9,,3.2,290,53,6
108,2018-07-23 19:00,32.6,,3.2,290,58,
108,2018-07-23 20:00,31.5,,1.8,290,61,
108,2018-07-23 21:00,30.8,,1.8,340,60,9
108,2018-07-23 22:00,30.3,,1.8,320,60,
108,2018-07-23 23:00,30,,1.6,290,58,
108,2018-07-24 0:00,29.6,,1,320,61,7
108,2018-07-24 1:00,29.1,,1.2,290,64,
108,2018-07-24 2:00,28.6,,0.9,290,66,
108,2018-07-24 3:00,28.2,,0.3,0,65,3
108,2018-07-24 4:00,27.8,,0.2,0,67,3
108,2018-07-24 5:00,27.5,,0.1,0,70,2
108,2018-07-24 6:00,27.2,,0.8,20,71,2
108,2018-07-24 7:00,27.8,,1.2,20,63,1
108,2018-07-24 8:00,29.9,,0.8,90,59,1
108,2018-07-24 9:00,31.7,,1,20,59,1
108,2018-07-24 10:00,32.4,,0.9,360,54,5
108,2018-07-24 11:00,33.9,,1.6,340,46,7
108,2018-07-24 12:00,34.5,,1.4,230,50,8
108,2018-07-24 13:00,36.4,,1.3,180,41,6
108,2018-07-24 14:00,35.8,,2.8,270,49,7
108,2018-07-24 15:00,35.8,,2.2,290,47,5
108,2018-07-24 16:00,34.9,,2,290,51,8
108,2018-07-24 17:00,34.9,,2.2,320,51,6
108,2018-07-24 18:00,34.9,,2.2,270,53,8
108,2018-07-24 19:00,33.1,,2.2,290,57,
108,2018-07-24 20:00,31.1,,2,320,63,
108,2018-07-24 21:00,30.2,,2.3,290,65,0
108,2018-07-24 22:00,29.8,,3.2,270,66,
108,2018-07-24 23:00,29.3,,2.8,270,66,
108,2018-07-25 0:00,28.9,,2.2,290,66,8
108,2018-07-25 1:00,28.7,,2.6,290,67,
108,2018-07-25 2:00,28.8,,1.8,290,68,
108,2018-07-25 3:00,28.9,,2.8,200,69,9
108,2018-07-25 4:00,28.5,,2.6,230,74,9
108,2018-07-25 5:00,28.3,,2.4,230,74,9
108,2018-07-25 6:00,28.1,,1.8,250,75,9
108,2018-07-25 7:00,28.3,,2,200,72,9
108,2018-07-25 8:00,28.7,,3.5,180,70,9
108,2018-07-25 9:00,29.4,,2.5,200,66,9
108,2018-07-25 10:00,30.7,,2.8,200,61,8
108,2018-07-25 11:00,30.7,,3.4,180,63,9
108,2018-07-25 12:00,31.1,,2.7,200,60,9
108,2018-07-25 13:00,32.3,,3,230,56,9
108,2018-07-25 14:00,33,,1.7,250,53,9
108,2018-07-25 15:00,34,,3,230,50,7
108,2018-07-25 16:00,34.1,,2.5,250,52,5
108,2018-07-25 17:00,33.2,,2.2,230,56,5
108,2018-07-25 18:00,32.2,,2.5,230,58,6
108,2018-07-25 19:00,31.7,,2.3,230,60,
108,2018-07-25 20:00,30.9,,1.7,290,67,
108,2018-07-25 21:00,29.7,,2.2,320,74,0
108,2018-07-25 22:00,28.8,,2.8,270,76,
108,2018-07-25 23:00,28,,1.9,270,77,
108,2018-07-26 0:00,27.7,,1.2,290,78,1
108,2018-07-26 1:00,27.6,,1,290,79,
108,2018-07-26 2:00,27.6,,0.1,0,78,
108,2018-07-26 3:00,27.7,,0.2,0,76,8
108,2018-07-26 4:00,27.7,,1,160,75,8
108,2018-07-26 5:00,27.4,,0.8,140,78,9
108,2018-07-26 6:00,27.4,,0.7,180,77,9
108,2018-07-26 7:00,27.7,,1.2,200,75,9
108,2018-07-26 8:00,28.3,,0.8,250,72,9
108,2018-07-26 9:00,29.1,,1,230,69,9
108,2018-07-26 10:00,29.5,,1.8,200,68,9
108,2018-07-26 11:00,30.2,,1.5,290,67,9
108,2018-07-26 12:00,32,,1.6,320,57,8
108,2018-07-26 13:00,32.4,,0.7,250,54,8
108,2018-07-26 14:00,33,,2.5,290,56,8
108,2018-07-26 15:00,33.1,,1.9,270,58,9
108,2018-07-26 16:00,33.5,,2.8,290,57,8
108,2018-07-26 17:00,33.1,,2.9,320,59,7
108,2018-07-26 18:00,33.2,,1.8,270,59,3
108,2018-07-26 19:00,32.3,,2.1,290,63,
108,2018-07-26 20:00,31,,1.4,290,68,
108,2018-07-26 21:00,30,,2.7,270,74,0
108,2018-07-26 22:00,29.4,,1.6,320,78,
108,2018-07-26 23:00,29,,1.2,290,79,
108,2018-07-27 0:00,28.6,,0.6,290,80,0
108,2018-07-27 1:00,28.3,,0.5,250,78,
108,2018-07-27 2:00,27.8,,1.4,290,79,
108,2018-07-27 3:00,27.6,,1.6,290,80,2
108,2018-07-27 4:00,27.3,,1.6,290,85,8
108,2018-07-27 5:00,27.2,,0.8,270,86,7
108,2018-07-27 6:00,27.2,,0.1,0,85,4
108,2018-07-27 7:00,27.6,,1,290,80,0
108,2018-07-27 8:00,28.5,,0.9,290,76,1
108,2018-07-27 9:00,29.9,,1.5,270,69,2
108,2018-07-27 10:00,31.2,,2.3,290,61,4
108,2018-07-27 11:00,32.7,,1.9,290,56,4
108,2018-07-27 12:00,33.7,,1.9,320,53,3
108,2018-07-27 13:00,35.3,,2.5,290,48,4
108,2018-07-27 14:00,34.1,,1.8,290,57,5
108,2018-07-27 15:00,35.3,,1.9,250,52,6
108,2018-07-27 16:00,35,,2.8,270,55,5
108,2018-07-27 17:00,34.7,,2.7,290,59,3
108,2018-07-27 18:00,33.7,,3.2,270,62,1
108,2018-07-27 19:00,32,,3,290,68,
108,2018-07-27 20:00,30.7,,2.8,290,73,
108,2018-07-27 21:00,30.3,,1.1,340,75,0
108,2018-07-27 22:00,29.9,,2,290,74,
108,2018-07-27 23:00,29.7,,1.2,290,76,
108,2018-07-28 0:00,29.4,,2.1,270,78,0
108,2018-07-28 1:00,29.1,,1.3,270,79,
108,2018-07-28 2:00,28.8,,1.9,270,80,
108,2018-07-28 3:00,28.5,,1.2,270,81,0
108,2018-07-28 4:00,28.3,,1.7,270,83,0
108,2018-07-28 5:00,28.1,,0.5,320,84,0
108,2018-07-28 6:00,28,,0.8,290,85,0
108,2018-07-28 7:00,28.4,,0.7,360,82,6
108,2018-07-28 8:00,29.6,,0.4,0,75,6
108,2018-07-28 9:00,30.6,,1.4,200,74,8
108,2018-07-28 10:00,32,,0.9,20,65,4
108,2018-07-28 11:00,32.8,,0.6,250,62,7
108,2018-07-28 12:00,33.6,,1.9,290,62,8
108,2018-07-28 13:00,34.2,,1.8,320,58,8
108,2018-07-28 14:00,34.4,0.2,1.8,360,65,10
108,2018-07-28 15:00,28.9,7.3,2.2,180,86,10
108,2018-07-28 16:00,28.6,0,3.4,290,82,9
108,2018-07-28 17:00,28.2,,1.3,270,83,9
108,2018-07-28 18:00,29,,0.8,90,81,9
108,2018-07-28 19:00,29.3,,0,0,78,9
108,2018-07-28 20:00,29.2,,0.4,0,82,
108,2018-07-28 21:00,29.1,,1.1,290,78,7
108,2018-07-28 22:00,29,,0.9,90,74,
108,2018-07-28 23:00,28.6,,0.7,20,74,
108,2018-07-29 0:00,28.4,,0.9,90,70,2
108,2018-07-29 1:00,28,,0.6,90,71,
108,2018-07-29 2:00,27.7,,0.4,0,73,
108,2018-07-29 3:00,27.4,,0.6,90,73,0
108,2018-07-29 4:00,27,,0.8,110,74,0
108,2018-07-29 5:00,26.7,,0.3,0,75,0
108,2018-07-29 6:00,26.4,,0.4,0,76,0
108,2018-07-29 7:00,26.9,,0.8,110,69,0
108,2018-07-29 8:00,28.6,,0.8,140,63,0
108,2018-07-29 9:00,30.6,,1.7,50,54,0
108,2018-07-29 10:00,32.4,,1.9,140,48,2
108,2018-07-29 11:00,33.6,,1.7,50,46,3
108,2018-07-29 12:00,33.8,,1.7,70,47,5
108,2018-07-29 13:00,34.4,,2.9,360,41,5
108,2018-07-29 14:00,35.4,,1.4,360,43,6
108,2018-07-29 15:00,35.9,,1.9,70,37,5
108,2018-07-29 16:00,36,,1.4,110,33,1
108,2018-07-29 17:00,36.3,,1.5,50,36,1
108,2018-07-29 18:00,35.8,,1.3,90,35,1
108,2018-07-29 19:00,34.4,,1.2,70,39,
108,2018-07-29 20:00,32.3,,1.4,20,48,
108,2018-07-29 21:00,31.1,,1.3,20,47,6
108,2018-07-29 22:00,30.4,,1.6,50,45,
108,2018-07-29 23:00,29.9,,1.4,70,45,
108,2018-07-30 0:00,29.2,,1.1,50,50,2
108,2018-07-30 1:00,28.5,,1.1,110,54,
108,2018-07-30 2:00,28,,1.2,70,57,
108,2018-07-30 3:00,27.4,,1.4,20,59,0
108,2018-07-30 4:00,26.7,,1,70,62,0
108,2018-07-30 5:00,26.4,,0.6,70,62,0
108,2018-07-30 6:00,26.2,,1.4,20,64,0
108,2018-07-30 7:00,26.8,,1.1,70,59,1
108,2018-07-30 8:00,28.8,,1.4,70,56,0
108,2018-07-30 9:00,30.5,,1.6,50,53,0
108,2018-07-30 10:00,32,,2.1,70,50,1
108,2018-07-30 11:00,33.2,,1.4,70,46,6
108,2018-07-30 12:00,33.6,,1.6,50,48,6
108,2018-07-30 13:00,34.7,,1.3,90,43,8
108,2018-07-30 14:00,35.3,,1.3,90,41,7
108,2018-07-30 15:00,35.5,,1.3,110,43,6
108,2018-07-30 16:00,36.4,,1.1,90,40,6
108,2018-07-30 17:00,35.4,,0.8,70,44,6
108,2018-07-30 18:00,36.5,,0.9,110,38,5
108,2018-07-30 19:00,35.2,,0.9,90,43,
